nome_articolo;prezzo_eur;url_produttore;sku;gtin_ean;peso_kg;descrizione;tipo_articolo;brand;categoria;immagini_urls;preorder_scadenza;eta;visibile_online
Sideshow Marvel Premium Format Gwenom (Statua);915;https://www.heo.com/de/it/product/SS300908;;;;;PREORDER;Sideshow;Preordini Film e Videogiochi;;;;SI
